# Bin Center, Frequency Count, Left Edges, Right Edges
2.155868833380821889e+04,0.000000000000000000e+00,2.151752040566204232e+04,2.159985626195439909e+04
2.164102419010057565e+04,0.000000000000000000e+00,2.159985626195439909e+04,2.168219211824675222e+04
2.172336004639293242e+04,0.000000000000000000e+00,2.168219211824675222e+04,2.176452797453910898e+04
2.180569590268528555e+04,0.000000000000000000e+00,2.176452797453910898e+04,2.184686383083146575e+04
2.188803175897764595e+04,0.000000000000000000e+00,2.184686383083146575e+04,2.192919968712382251e+04
2.197036761526999908e+04,0.000000000000000000e+00,2.192919968712382251e+04,2.201153554341617564e+04
2.205270347156235221e+04,0.000000000000000000e+00,2.201153554341617564e+04,2.209387139970853241e+04
2.213503932785471261e+04,0.000000000000000000e+00,2.209387139970853241e+04,2.217620725600088917e+04
2.221737518414706574e+04,0.000000000000000000e+00,2.217620725600088917e+04,2.225854311229324594e+04
2.229971104043942250e+04,0.000000000000000000e+00,2.225854311229324594e+04,2.234087896858559907e+04
2.238204689673177927e+04,0.000000000000000000e+00,2.234087896858559907e+04,2.242321482487795583e+04
2.246438275302413240e+04,0.000000000000000000e+00,2.242321482487795583e+04,2.250555068117031260e+04
2.254671860931649280e+04,0.000000000000000000e+00,2.250555068117031260e+04,2.258788653746266937e+04
2.262905446560884593e+04,0.000000000000000000e+00,2.258788653746266937e+04,2.267022239375502249e+04
2.271139032190119906e+04,0.000000000000000000e+00,2.267022239375502249e+04,2.275255825004737926e+04
2.279372617819355946e+04,0.000000000000000000e+00,2.275255825004737926e+04,2.283489410633973603e+04
2.287606203448591259e+04,0.000000000000000000e+00,2.283489410633973603e+04,2.291722996263209279e+04
2.295839789077826936e+04,0.000000000000000000e+00,2.291722996263209279e+04,2.299956581892444592e+04
2.304073374707062612e+04,0.000000000000000000e+00,2.299956581892444592e+04,2.308190167521680269e+04
2.312306960336297925e+04,0.000000000000000000e+00,2.308190167521680269e+04,2.316423753150915945e+04
2.320540545965533966e+04,0.000000000000000000e+00,2.316423753150915945e+04,2.324657338780151622e+04
2.328774131594769278e+04,0.000000000000000000e+00,2.324657338780151622e+04,2.332890924409386935e+04
2.337007717224004591e+04,0.000000000000000000e+00,2.332890924409386935e+04,2.341124510038622611e+04
2.345241302853240632e+04,0.000000000000000000e+00,2.341124510038622611e+04,2.349358095667858288e+04
2.353474888482475944e+04,0.000000000000000000e+00,2.349358095667858288e+04,2.357591681297093965e+04
2.361708474111711621e+04,0.000000000000000000e+00,2.357591681297093965e+04,2.365825266926329277e+04
2.369942059740947298e+04,0.000000000000000000e+00,2.365825266926329277e+04,2.374058852555564954e+04
2.378175645370182610e+04,0.000000000000000000e+00,2.374058852555564954e+04,2.382292438184800631e+04
2.386409230999418651e+04,0.000000000000000000e+00,2.382292438184800631e+04,2.390526023814036307e+04
2.394642816628653964e+04,0.000000000000000000e+00,2.390526023814036307e+04,2.398759609443271620e+04
2.402876402257889276e+04,0.000000000000000000e+00,2.398759609443271620e+04,2.406993195072507297e+04
2.411109987887125317e+04,0.000000000000000000e+00,2.406993195072507297e+04,2.415226780701742973e+04
2.419343573516360630e+04,0.000000000000000000e+00,2.415226780701742973e+04,2.423460366330978286e+04
2.427577159145595942e+04,0.000000000000000000e+00,2.423460366330978286e+04,2.431693951960213963e+04
2.435810744774831983e+04,0.000000000000000000e+00,2.431693951960213963e+04,2.439927537589449639e+04
2.444044330404067296e+04,0.000000000000000000e+00,2.439927537589449639e+04,2.448161123218685316e+04
2.452277916033302972e+04,0.000000000000000000e+00,2.448161123218685316e+04,2.456394708847920629e+04
2.460511501662538649e+04,0.000000000000000000e+00,2.456394708847920629e+04,2.464628294477156305e+04
2.468745087291773962e+04,0.000000000000000000e+00,2.464628294477156305e+04,2.472861880106391982e+04
2.476978672921010002e+04,0.000000000000000000e+00,2.472861880106391982e+04,2.481095465735627658e+04
2.485212258550245315e+04,0.000000000000000000e+00,2.481095465735627658e+04,2.489329051364862971e+04
2.493445844179480628e+04,0.000000000000000000e+00,2.489329051364862971e+04,2.497562636994098648e+04
2.501679429808716668e+04,0.000000000000000000e+00,2.497562636994098648e+04,2.505796222623334324e+04
2.509913015437951981e+04,0.000000000000000000e+00,2.505796222623334324e+04,2.514029808252570001e+04
2.518146601067187657e+04,0.000000000000000000e+00,2.514029808252570001e+04,2.522263393881805314e+04
2.526380186696423334e+04,0.000000000000000000e+00,2.522263393881805314e+04,2.530496979511040990e+04
2.534613772325658647e+04,0.000000000000000000e+00,2.530496979511040990e+04,2.538730565140276667e+04
2.542847357954894687e+04,0.000000000000000000e+00,2.538730565140276667e+04,2.546964150769512344e+04
2.551080943584130000e+04,0.000000000000000000e+00,2.546964150769512344e+04,2.555197736398747656e+04
2.559314529213365313e+04,0.000000000000000000e+00,2.555197736398747656e+04,2.563431322027983333e+04
2.567548114842601353e+04,0.000000000000000000e+00,2.563431322027983333e+04,2.571664907657219010e+04
2.575781700471836666e+04,0.000000000000000000e+00,2.571664907657219010e+04,2.579898493286454686e+04
2.584015286101072343e+04,0.000000000000000000e+00,2.579898493286454686e+04,2.588132078915689999e+04
2.592248871730308019e+04,0.000000000000000000e+00,2.588132078915689999e+04,2.596365664544925676e+04
2.600482457359543332e+04,0.000000000000000000e+00,2.596365664544925676e+04,2.604599250174161352e+04
2.608716042988779373e+04,0.000000000000000000e+00,2.604599250174161352e+04,2.612832835803397029e+04
2.616949628618014685e+04,0.000000000000000000e+00,2.612832835803397029e+04,2.621066421432632342e+04
2.625183214247249998e+04,0.000000000000000000e+00,2.621066421432632342e+04,2.629300007061868018e+04
2.633416799876486039e+04,0.000000000000000000e+00,2.629300007061868018e+04,2.637533592691103695e+04
2.641650385505721351e+04,0.000000000000000000e+00,2.637533592691103695e+04,2.645767178320339372e+04
2.649883971134957028e+04,0.000000000000000000e+00,2.645767178320339372e+04,2.654000763949574684e+04
2.658117556764192705e+04,0.000000000000000000e+00,2.654000763949574684e+04,2.662234349578810361e+04
2.666351142393428017e+04,0.000000000000000000e+00,2.662234349578810361e+04,2.670467935208046038e+04
2.674584728022664058e+04,0.000000000000000000e+00,2.670467935208046038e+04,2.678701520837281714e+04
2.682818313651899371e+04,0.000000000000000000e+00,2.678701520837281714e+04,2.686935106466517027e+04
2.691051899281134683e+04,0.000000000000000000e+00,2.686935106466517027e+04,2.695168692095752704e+04
2.699285484910370724e+04,0.000000000000000000e+00,2.695168692095752704e+04,2.703402277724988380e+04
2.707519070539606037e+04,0.000000000000000000e+00,2.703402277724988380e+04,2.711635863354224057e+04
2.715752656168841713e+04,0.000000000000000000e+00,2.711635863354224057e+04,2.719869448983459370e+04
2.723986241798077390e+04,0.000000000000000000e+00,2.719869448983459370e+04,2.728103034612695046e+04
2.732219827427312703e+04,0.000000000000000000e+00,2.728103034612695046e+04,2.736336620241930723e+04
2.740453413056548743e+04,0.000000000000000000e+00,2.736336620241930723e+04,2.744570205871166399e+04
2.748686998685784056e+04,0.000000000000000000e+00,2.744570205871166399e+04,2.752803791500401712e+04
2.756920584315019369e+04,0.000000000000000000e+00,2.752803791500401712e+04,2.761037377129637389e+04
2.765154169944255409e+04,0.000000000000000000e+00,2.761037377129637389e+04,2.769270962758873065e+04
2.773387755573490722e+04,0.000000000000000000e+00,2.769270962758873065e+04,2.777504548388108742e+04
2.781621341202726398e+04,0.000000000000000000e+00,2.777504548388108742e+04,2.785738134017344055e+04
2.789854926831962075e+04,0.000000000000000000e+00,2.785738134017344055e+04,2.793971719646579731e+04
2.798088512461197388e+04,0.000000000000000000e+00,2.793971719646579731e+04,2.802205305275815408e+04
2.806322098090433428e+04,0.000000000000000000e+00,2.802205305275815408e+04,2.810438890905051085e+04
2.814555683719668741e+04,0.000000000000000000e+00,2.810438890905051085e+04,2.818672476534286398e+04
2.822789269348904054e+04,0.000000000000000000e+00,2.818672476534286398e+04,2.826906062163522074e+04
2.831022854978140094e+04,0.000000000000000000e+00,2.826906062163522074e+04,2.835139647792757751e+04
2.839256440607375407e+04,0.000000000000000000e+00,2.835139647792757751e+04,2.843373233421993427e+04
2.847490026236611084e+04,0.000000000000000000e+00,2.843373233421993427e+04,2.851606819051228740e+04
2.855723611865846760e+04,0.000000000000000000e+00,2.851606819051228740e+04,2.859840404680464417e+04
2.863957197495082073e+04,0.000000000000000000e+00,2.859840404680464417e+04,2.868073990309700093e+04
2.872190783124318114e+04,0.000000000000000000e+00,2.868073990309700093e+04,2.876307575938935770e+04
2.880424368753553426e+04,0.000000000000000000e+00,2.876307575938935770e+04,2.884541161568171083e+04
2.888657954382788739e+04,0.000000000000000000e+00,2.884541161568171083e+04,2.892774747197406759e+04
2.896891540012024780e+04,0.000000000000000000e+00,2.892774747197406759e+04,2.901008332826642436e+04
2.905125125641260092e+04,0.000000000000000000e+00,2.901008332826642436e+04,2.909241918455878113e+04
2.913358711270495769e+04,0.000000000000000000e+00,2.909241918455878113e+04,2.917475504085113425e+04
2.921592296899731446e+04,0.000000000000000000e+00,2.917475504085113425e+04,2.925709089714349102e+04
2.929825882528966758e+04,0.000000000000000000e+00,2.925709089714349102e+04,2.933942675343584779e+04
2.938059468158202435e+04,0.000000000000000000e+00,2.933942675343584779e+04,2.942176260972820091e+04
2.946293053787438112e+04,0.000000000000000000e+00,2.942176260972820091e+04,2.950409846602055768e+04
2.954526639416673424e+04,0.000000000000000000e+00,2.950409846602055768e+04,2.958643432231291445e+04
2.962760225045909465e+04,0.000000000000000000e+00,2.958643432231291445e+04,2.966877017860527121e+04
2.970993810675144778e+04,0.000000000000000000e+00,2.966877017860527121e+04,2.975110603489762434e+04
2.979227396304380090e+04,0.000000000000000000e+00,2.975110603489762434e+04,2.983344189118998111e+04
2.987460981933616131e+04,0.000000000000000000e+00,2.983344189118998111e+04,2.991577774748233787e+04
2.995694567562851444e+04,0.000000000000000000e+00,2.991577774748233787e+04,2.999811360377469464e+04
3.003928153192087120e+04,0.000000000000000000e+00,2.999811360377469464e+04,3.008044946006704777e+04
3.012161738821322797e+04,0.000000000000000000e+00,3.008044946006704777e+04,3.016278531635940453e+04
3.020395324450558110e+04,0.000000000000000000e+00,3.016278531635940453e+04,3.024512117265176130e+04
3.028628910079794150e+04,0.000000000000000000e+00,3.024512117265176130e+04,3.032745702894411806e+04
3.036862495709029463e+04,0.000000000000000000e+00,3.032745702894411806e+04,3.040979288523647119e+04
3.045096081338264776e+04,0.000000000000000000e+00,3.040979288523647119e+04,3.049212874152882796e+04
3.053329666967500452e+04,0.000000000000000000e+00,3.049212874152882796e+04,3.057446459782118109e+04
3.061563252596736129e+04,0.000000000000000000e+00,3.057446459782118109e+04,3.065680045411354149e+04
3.069796838225971806e+04,0.000000000000000000e+00,3.065680045411354149e+04,3.073913631040589462e+04
3.078030423855207482e+04,0.000000000000000000e+00,3.073913631040589462e+04,3.082147216669825502e+04
3.086264009484443159e+04,0.000000000000000000e+00,3.082147216669825502e+04,3.090380802299060815e+04
3.094497595113678472e+04,0.000000000000000000e+00,3.090380802299060815e+04,3.098614387928296128e+04
3.102731180742914148e+04,0.000000000000000000e+00,3.098614387928296128e+04,3.106847973557532168e+04
3.110964766372149825e+04,0.000000000000000000e+00,3.106847973557532168e+04,3.115081559186767481e+04
3.119198352001385138e+04,0.000000000000000000e+00,3.115081559186767481e+04,3.123315144816002794e+04
3.127431937630620814e+04,0.000000000000000000e+00,3.123315144816002794e+04,3.131548730445238834e+04
3.135665523259856491e+04,0.000000000000000000e+00,3.131548730445238834e+04,3.139782316074474147e+04
3.143899108889092167e+04,0.000000000000000000e+00,3.139782316074474147e+04,3.148015901703710188e+04
3.152132694518327844e+04,0.000000000000000000e+00,3.148015901703710188e+04,3.156249487332945500e+04
3.160366280147563157e+04,0.000000000000000000e+00,3.156249487332945500e+04,3.164483072962180813e+04
3.168599865776798833e+04,0.000000000000000000e+00,3.164483072962180813e+04,3.172716658591416854e+04
3.176833451406034510e+04,0.000000000000000000e+00,3.172716658591416854e+04,3.180950244220652166e+04
3.185067037035269823e+04,0.000000000000000000e+00,3.180950244220652166e+04,3.189183829849887479e+04
3.193300622664505499e+04,0.000000000000000000e+00,3.189183829849887479e+04,3.197417415479123520e+04
3.201534208293741176e+04,0.000000000000000000e+00,3.197417415479123520e+04,3.205651001108358832e+04
3.209767793922976853e+04,0.000000000000000000e+00,3.205651001108358832e+04,3.213884586737594873e+04
3.218001379552212529e+04,0.000000000000000000e+00,3.213884586737594873e+04,3.222118172366830186e+04
3.226234965181447842e+04,0.000000000000000000e+00,3.222118172366830186e+04,3.230351757996065498e+04
3.234468550810683519e+04,0.000000000000000000e+00,3.230351757996065498e+04,3.238585343625301539e+04
3.242702136439919195e+04,0.000000000000000000e+00,3.238585343625301539e+04,3.246818929254536852e+04
3.250935722069154508e+04,0.000000000000000000e+00,3.246818929254536852e+04,3.255052514883772164e+04
3.259169307698390185e+04,0.000000000000000000e+00,3.255052514883772164e+04,3.263286100513008205e+04
3.267402893327625861e+04,0.000000000000000000e+00,3.263286100513008205e+04,3.271519686142243518e+04
3.275636478956861538e+04,0.000000000000000000e+00,3.271519686142243518e+04,3.279753271771479922e+04
3.283870064586097578e+04,0.000000000000000000e+00,3.279753271771479922e+04,3.287986857400715235e+04
3.292103650215332891e+04,0.000000000000000000e+00,3.287986857400715235e+04,3.296220443029950547e+04
3.300337235844568931e+04,0.000000000000000000e+00,3.296220443029950547e+04,3.304454028659186588e+04
3.308570821473804244e+04,0.000000000000000000e+00,3.304454028659186588e+04,3.312687614288421901e+04
3.316804407103039557e+04,0.000000000000000000e+00,3.312687614288421901e+04,3.320921199917657214e+04
3.325037992732274870e+04,0.000000000000000000e+00,3.320921199917657214e+04,3.329154785546893254e+04
3.333271578361510910e+04,0.000000000000000000e+00,3.329154785546893254e+04,3.337388371176128567e+04
3.341505163990746951e+04,0.000000000000000000e+00,3.337388371176128567e+04,3.345621956805364607e+04
3.349738749619982264e+04,0.000000000000000000e+00,3.345621956805364607e+04,3.353855542434599920e+04
3.357972335249217576e+04,0.000000000000000000e+00,3.353855542434599920e+04,3.362089128063835233e+04
3.366205920878452889e+04,0.000000000000000000e+00,3.362089128063835233e+04,3.370322713693071273e+04
3.374439506507688930e+04,0.000000000000000000e+00,3.370322713693071273e+04,3.378556299322306586e+04
3.382673092136924242e+04,0.000000000000000000e+00,3.378556299322306586e+04,3.386789884951541899e+04
3.390906677766160283e+04,0.000000000000000000e+00,3.386789884951541899e+04,3.395023470580777939e+04
3.399140263395395596e+04,0.000000000000000000e+00,3.395023470580777939e+04,3.403257056210013252e+04
3.407373849024630908e+04,0.000000000000000000e+00,3.403257056210013252e+04,3.411490641839249292e+04
3.415607434653866949e+04,0.000000000000000000e+00,3.411490641839249292e+04,3.419724227468484605e+04
3.423841020283102262e+04,0.000000000000000000e+00,3.419724227468484605e+04,3.427957813097719918e+04
3.432074605912338302e+04,0.000000000000000000e+00,3.427957813097719918e+04,3.436191398726955958e+04
3.440308191541573615e+04,0.000000000000000000e+00,3.436191398726955958e+04,3.444424984356191271e+04
3.448541777170808928e+04,0.000000000000000000e+00,3.444424984356191271e+04,3.452658569985426584e+04
3.456775362800044240e+04,0.000000000000000000e+00,3.452658569985426584e+04,3.460892155614662624e+04
3.465008948429280281e+04,0.000000000000000000e+00,3.460892155614662624e+04,3.469125741243897937e+04
3.473242534058515594e+04,0.000000000000000000e+00,3.469125741243897937e+04,3.477359326873133250e+04
3.481476119687751634e+04,0.000000000000000000e+00,3.477359326873133250e+04,3.485592912502369290e+04
3.489709705316986947e+04,0.000000000000000000e+00,3.485592912502369290e+04,3.493826498131604603e+04
3.497943290946222260e+04,0.000000000000000000e+00,3.493826498131604603e+04,3.502060083760840644e+04
3.506176876575458300e+04,0.000000000000000000e+00,3.502060083760840644e+04,3.510293669390075956e+04
3.514410462204693613e+04,0.000000000000000000e+00,3.510293669390075956e+04,3.518527255019311269e+04
3.522644047833929653e+04,0.000000000000000000e+00,3.518527255019311269e+04,3.526760840648547310e+04
3.530877633463164966e+04,0.000000000000000000e+00,3.526760840648547310e+04,3.534994426277782622e+04
3.539111219092400279e+04,0.000000000000000000e+00,3.534994426277782622e+04,3.543228011907017935e+04
3.547344804721635592e+04,0.000000000000000000e+00,3.543228011907017935e+04,3.551461597536253976e+04
3.555578390350871632e+04,0.000000000000000000e+00,3.551461597536253976e+04,3.559695183165489289e+04
3.563811975980107673e+04,0.000000000000000000e+00,3.559695183165489289e+04,3.567928768794725329e+04
3.572045561609342985e+04,0.000000000000000000e+00,3.567928768794725329e+04,3.576162354423960642e+04
3.580279147238578298e+04,0.000000000000000000e+00,3.576162354423960642e+04,3.584395940053195955e+04
3.588512732867813611e+04,0.000000000000000000e+00,3.584395940053195955e+04,3.592629525682431995e+04
3.596746318497049651e+04,0.000000000000000000e+00,3.592629525682431995e+04,3.600863111311667308e+04
3.604979904126284964e+04,0.000000000000000000e+00,3.600863111311667308e+04,3.609096696940902621e+04
3.613213489755521005e+04,0.000000000000000000e+00,3.609096696940902621e+04,3.617330282570138661e+04
3.621447075384756317e+04,0.000000000000000000e+00,3.617330282570138661e+04,3.625563868199373974e+04
3.629680661013991630e+04,0.000000000000000000e+00,3.625563868199373974e+04,3.633797453828610014e+04
3.637914246643227671e+04,0.000000000000000000e+00,3.633797453828610014e+04,3.642031039457845327e+04
3.646147832272462983e+04,0.000000000000000000e+00,3.642031039457845327e+04,3.650264625087080640e+04
3.654381417901699024e+04,0.000000000000000000e+00,3.650264625087080640e+04,3.658498210716316680e+04
3.662615003530934337e+04,0.000000000000000000e+00,3.658498210716316680e+04,3.666731796345551993e+04
3.670848589160169649e+04,0.000000000000000000e+00,3.666731796345551993e+04,3.674965381974787306e+04
3.679082174789404962e+04,0.000000000000000000e+00,3.674965381974787306e+04,3.683198967604023346e+04
3.687315760418641003e+04,0.000000000000000000e+00,3.683198967604023346e+04,3.691432553233258659e+04
3.695549346047877043e+04,0.000000000000000000e+00,3.691432553233258659e+04,3.699666138862494699e+04
3.703782931677112356e+04,0.000000000000000000e+00,3.699666138862494699e+04,3.707899724491730012e+04
3.712016517306347669e+04,0.000000000000000000e+00,3.707899724491730012e+04,3.716133310120965325e+04
3.720250102935582981e+04,0.000000000000000000e+00,3.716133310120965325e+04,3.724366895750201365e+04
3.728483688564819022e+04,0.000000000000000000e+00,3.724366895750201365e+04,3.732600481379436678e+04
3.736717274194054335e+04,0.000000000000000000e+00,3.732600481379436678e+04,3.740834067008671991e+04
3.744950859823290375e+04,0.000000000000000000e+00,3.740834067008671991e+04,3.749067652637908031e+04
3.753184445452525688e+04,0.000000000000000000e+00,3.749067652637908031e+04,3.757301238267143344e+04
3.761418031081761001e+04,0.000000000000000000e+00,3.757301238267143344e+04,3.765534823896379385e+04
3.769651616710997041e+04,0.000000000000000000e+00,3.765534823896379385e+04,3.773768409525614697e+04
3.777885202340232354e+04,0.000000000000000000e+00,3.773768409525614697e+04,3.782001995154850010e+04
3.786118787969468394e+04,0.000000000000000000e+00,3.782001995154850010e+04,3.790235580784086051e+04
3.794352373598703707e+04,0.000000000000000000e+00,3.790235580784086051e+04,3.798469166413321364e+04
3.802585959227939020e+04,0.000000000000000000e+00,3.798469166413321364e+04,3.806702752042556676e+04
3.810819544857174333e+04,0.000000000000000000e+00,3.806702752042556676e+04,3.814936337671792717e+04
3.819053130486410373e+04,0.000000000000000000e+00,3.814936337671792717e+04,3.823169923301028030e+04
3.827286716115646414e+04,0.000000000000000000e+00,3.823169923301028030e+04,3.831403508930264070e+04
3.835520301744881726e+04,0.000000000000000000e+00,3.831403508930264070e+04,3.839637094559499383e+04
3.843753887374117039e+04,0.000000000000000000e+00,3.839637094559499383e+04,3.847870680188734696e+04
3.851987473003352352e+04,0.000000000000000000e+00,3.847870680188734696e+04,3.856104265817970736e+04
3.860221058632588392e+04,0.000000000000000000e+00,3.856104265817970736e+04,3.864337851447206049e+04
3.868454644261823705e+04,0.000000000000000000e+00,3.864337851447206049e+04,3.872571437076441362e+04
3.876688229891059746e+04,0.000000000000000000e+00,3.872571437076441362e+04,3.880805022705677402e+04
3.884921815520295058e+04,0.000000000000000000e+00,3.880805022705677402e+04,3.889038608334912715e+04
3.893155401149530371e+04,0.000000000000000000e+00,3.889038608334912715e+04,3.897272193964148755e+04
3.901388986778766412e+04,0.000000000000000000e+00,3.897272193964148755e+04,3.905505779593384068e+04
3.909622572408001724e+04,0.000000000000000000e+00,3.905505779593384068e+04,3.913739365222619381e+04
3.917856158037237765e+04,0.000000000000000000e+00,3.913739365222619381e+04,3.921972950851855421e+04
3.926089743666473078e+04,0.000000000000000000e+00,3.921972950851855421e+04,3.930206536481090734e+04
3.934323329295708390e+04,0.000000000000000000e+00,3.930206536481090734e+04,3.938440122110326047e+04
3.942556914924943703e+04,0.000000000000000000e+00,3.938440122110326047e+04,3.946673707739562087e+04
3.950790500554179744e+04,0.000000000000000000e+00,3.946673707739562087e+04,3.954907293368797400e+04
3.959024086183415784e+04,0.000000000000000000e+00,3.954907293368797400e+04,3.963140878998033440e+04
3.967257671812651097e+04,0.000000000000000000e+00,3.963140878998033440e+04,3.971374464627268753e+04
3.975491257441886410e+04,0.000000000000000000e+00,3.971374464627268753e+04,3.979608050256504066e+04
3.983724843071121722e+04,0.000000000000000000e+00,3.979608050256504066e+04,3.987841635885740106e+04
3.991958428700357763e+04,0.000000000000000000e+00,3.987841635885740106e+04,3.996075221514975419e+04
4.000192014329593076e+04,0.000000000000000000e+00,3.996075221514975419e+04,4.004308807144210732e+04
4.008425599958829116e+04,0.000000000000000000e+00,4.004308807144210732e+04,4.012542392773446772e+04
4.016659185588064429e+04,0.000000000000000000e+00,4.012542392773446772e+04,4.020775978402682085e+04
4.024892771217299742e+04,0.000000000000000000e+00,4.020775978402682085e+04,4.029009564031917398e+04
4.033126356846535055e+04,0.000000000000000000e+00,4.029009564031917398e+04,4.037243149661153439e+04
4.041359942475771095e+04,0.000000000000000000e+00,4.037243149661153439e+04,4.045476735290388751e+04
4.049593528105007135e+04,0.000000000000000000e+00,4.045476735290388751e+04,4.053710320919624792e+04
4.057827113734242448e+04,0.000000000000000000e+00,4.053710320919624792e+04,4.061943906548860105e+04
4.066060699363477761e+04,0.000000000000000000e+00,4.061943906548860105e+04,4.070177492178095417e+04
4.074294284992713074e+04,0.000000000000000000e+00,4.070177492178095417e+04,4.078411077807331458e+04
4.082527870621949114e+04,0.000000000000000000e+00,4.078411077807331458e+04,4.086644663436566771e+04
4.090761456251184427e+04,0.000000000000000000e+00,4.086644663436566771e+04,4.094878249065802083e+04
4.098995041880420467e+04,0.000000000000000000e+00,4.094878249065802083e+04,4.103111834695038124e+04
4.107228627509655780e+04,0.000000000000000000e+00,4.103111834695038124e+04,4.111345420324273437e+04
4.115462213138891093e+04,0.000000000000000000e+00,4.111345420324273437e+04,4.119579005953509477e+04
4.123695798768127133e+04,0.000000000000000000e+00,4.119579005953509477e+04,4.127812591582744790e+04
4.131929384397362446e+04,0.000000000000000000e+00,4.127812591582744790e+04,4.136046177211980103e+04
4.140162970026598487e+04,0.000000000000000000e+00,4.136046177211980103e+04,4.144279762841216143e+04
4.148396555655833799e+04,0.000000000000000000e+00,4.144279762841216143e+04,4.152513348470451456e+04
4.156630141285069112e+04,0.000000000000000000e+00,4.152513348470451456e+04,4.160746934099686769e+04
4.164863726914304425e+04,0.000000000000000000e+00,4.160746934099686769e+04,4.168980519728922809e+04
4.173097312543540465e+04,0.000000000000000000e+00,4.168980519728922809e+04,4.177214105358158122e+04
4.181330898172776506e+04,0.000000000000000000e+00,4.177214105358158122e+04,4.185447690987394162e+04
4.189564483802011819e+04,0.000000000000000000e+00,4.185447690987394162e+04,4.193681276616629475e+04
4.197798069431247131e+04,0.000000000000000000e+00,4.193681276616629475e+04,4.201914862245864788e+04
4.206031655060482444e+04,0.000000000000000000e+00,4.201914862245864788e+04,4.210148447875100828e+04
4.214265240689718485e+04,0.000000000000000000e+00,4.210148447875100828e+04,4.218382033504336141e+04
4.222498826318953797e+04,0.000000000000000000e+00,4.218382033504336141e+04,4.226615619133571454e+04
4.230732411948189838e+04,0.000000000000000000e+00,4.226615619133571454e+04,4.234849204762807494e+04
4.238965997577425151e+04,0.000000000000000000e+00,4.234849204762807494e+04,4.243082790392042807e+04
4.247199583206660463e+04,0.000000000000000000e+00,4.243082790392042807e+04,4.251316376021278847e+04
4.255433168835896504e+04,0.000000000000000000e+00,4.251316376021278847e+04,4.259549961650514160e+04
4.263666754465131817e+04,0.000000000000000000e+00,4.259549961650514160e+04,4.267783547279749473e+04
4.271900340094367857e+04,0.000000000000000000e+00,4.267783547279749473e+04,4.276017132908985513e+04
4.280133925723603170e+04,0.000000000000000000e+00,4.276017132908985513e+04,4.284250718538220826e+04
4.288367511352838483e+04,0.000000000000000000e+00,4.284250718538220826e+04,4.292484304167456139e+04
4.296601096982073796e+04,0.000000000000000000e+00,4.292484304167456139e+04,4.300717889796692180e+04
4.304834682611309836e+04,0.000000000000000000e+00,4.300717889796692180e+04,4.308951475425927492e+04
4.313068268240545876e+04,0.000000000000000000e+00,4.308951475425927492e+04,4.317185061055163533e+04
4.321301853869781189e+04,0.000000000000000000e+00,4.317185061055163533e+04,4.325418646684398846e+04
4.329535439499016502e+04,0.000000000000000000e+00,4.325418646684398846e+04,4.333652232313634158e+04
4.337769025128251815e+04,0.000000000000000000e+00,4.333652232313634158e+04,4.341885817942870199e+04
4.346002610757487855e+04,0.000000000000000000e+00,4.341885817942870199e+04,4.350119403572105512e+04
4.354236196386723168e+04,0.000000000000000000e+00,4.350119403572105512e+04,4.358352989201340824e+04
4.362469782015959208e+04,0.000000000000000000e+00,4.358352989201340824e+04,4.366586574830576865e+04
4.370703367645194521e+04,0.000000000000000000e+00,4.366586574830576865e+04,4.374820160459812178e+04
4.378936953274429834e+04,0.000000000000000000e+00,4.374820160459812178e+04,4.383053746089048218e+04
4.387170538903665874e+04,0.000000000000000000e+00,4.383053746089048218e+04,4.391287331718283531e+04
4.395404124532901187e+04,0.000000000000000000e+00,4.391287331718283531e+04,4.399520917347518844e+04
4.403637710162137228e+04,0.000000000000000000e+00,4.399520917347518844e+04,4.407754502976754884e+04
4.411871295791372540e+04,0.000000000000000000e+00,4.407754502976754884e+04,4.415988088605990197e+04
4.420104881420607853e+04,0.000000000000000000e+00,4.415988088605990197e+04,4.424221674235225510e+04
4.428338467049843166e+04,0.000000000000000000e+00,4.424221674235225510e+04,4.432455259864461550e+04
4.436572052679079206e+04,0.000000000000000000e+00,4.432455259864461550e+04,4.440688845493696863e+04
4.444805638308315247e+04,0.000000000000000000e+00,4.440688845493696863e+04,4.448922431122932903e+04
4.453039223937550560e+04,0.000000000000000000e+00,4.448922431122932903e+04,4.457156016752168216e+04
4.461272809566785872e+04,0.000000000000000000e+00,4.457156016752168216e+04,4.465389602381403529e+04
4.469506395196021185e+04,0.000000000000000000e+00,4.465389602381403529e+04,4.473623188010639569e+04
4.477739980825257226e+04,0.000000000000000000e+00,4.473623188010639569e+04,4.481856773639874882e+04
4.485973566454492538e+04,0.000000000000000000e+00,4.481856773639874882e+04,4.490090359269110195e+04
4.494207152083728579e+04,0.000000000000000000e+00,4.490090359269110195e+04,4.498323944898346235e+04
4.502440737712963892e+04,0.000000000000000000e+00,4.498323944898346235e+04,4.506557530527581548e+04
4.510674323342199204e+04,0.000000000000000000e+00,4.506557530527581548e+04,4.514791116156817588e+04
4.518907908971435245e+04,0.000000000000000000e+00,4.514791116156817588e+04,4.523024701786052901e+04
4.527141494600670558e+04,0.000000000000000000e+00,4.523024701786052901e+04,4.531258287415288214e+04
4.535375080229906598e+04,0.000000000000000000e+00,4.531258287415288214e+04,4.539491873044524255e+04
4.543608665859141911e+04,0.000000000000000000e+00,4.539491873044524255e+04,4.547725458673759567e+04
